id,match_type,month,city,position,bat_team,batsman,bowling_team,venue,score
3857,ODI,March,Centurion,4,South Africa,AB de Villiers,Pakistan,SuperSport Park,4
3858,ODI,March,Centurion,5,South Africa,F du Plessis,Pakistan,SuperSport Park,17
3859,ODI,March,Centurion,6,South Africa,F Behardien,Pakistan,SuperSport Park,64
3860,ODI,March,Centurion,7,South Africa,R McLaren,Pakistan,SuperSport Park,18
3861,ODI,March,Centurion,8,South Africa,RJ Peterson,Pakistan,SuperSport Park,45
3862,ODI,March,Centurion,9,South Africa,KJ Abbott,Pakistan,SuperSport Park,6
3863,ODI,March,Centurion,10,South Africa,DW Steyn,Pakistan,SuperSport Park,6
3864,ODI,March,Centurion,11,South Africa,LL Tsotsobe,Pakistan,SuperSport Park,0
3865,ODI,March,Centurion,1,Pakistan,Nasir Jamshed,South Africa,SuperSport Park,11
3866,ODI,March,Centurion,2,Pakistan,Mohammad Hafeez,South Africa,SuperSport Park,31
3867,ODI,March,Centurion,3,Pakistan,Kamran Akmal,South Africa,SuperSport Park,22
3868,ODI,March,Centurion,4,Pakistan,Younis Khan,South Africa,SuperSport Park,32
3869,ODI,March,Centurion,5,Pakistan,Misbah-ul-Haq,South Africa,SuperSport Park,60
3870,ODI,March,Centurion,6,Pakistan,Shoaib Malik,South Africa,SuperSport Park,36
3871,ODI,January,Durban,1,Pakistan,Imam-ul-Haq,South Africa,Kingsmead,7
3872,ODI,January,Durban,2,Pakistan,Fakhar Zaman,South Africa,Kingsmead,29
3873,ODI,January,Durban,3,Pakistan,Babar Azam,South Africa,Kingsmead,12
3874,ODI,January,Durban,4,Pakistan,Mohammad Hafeez,South Africa,Kingsmead,10
3875,ODI,January,Durban,5,Pakistan,Shoaib Malik,South Africa,Kingsmead,22
3876,ODI,January,Durban,6,Pakistan,Shadab Khan,South Africa,Kingsmead,18
3877,ODI,January,Durban,7,Pakistan,Hussain Talat,South Africa,Kingsmead,2
3878,ODI,January,Durban,8,Pakistan,Sarfraz Ahmed,South Africa,Kingsmead,43
3879,ODI,January,Durban,9,Pakistan,Faheem Ashraf,South Africa,Kingsmead,0
3880,ODI,January,Durban,10,Pakistan,Hasan Ali,South Africa,Kingsmead,59
3881,ODI,January,Durban,11,Pakistan,Shaheen Shah Afridi,South Africa,Kingsmead,1
3882,ODI,January,Durban,1,South Africa,RR Hendricks,Pakistan,Kingsmead,5
3883,ODI,January,Durban,2,South Africa,HM Amla,Pakistan,Kingsmead,8
3884,ODI,January,Durban,3,South Africa,HE van der Dussen,Pakistan,Kingsmead,83
3885,ODI,January,Durban,4,South Africa,F du Plessis,Pakistan,Kingsmead,8
3886,ODI,January,Durban,5,South Africa,DA Miller,Pakistan,Kingsmead,31
3887,ODI,January,Durban,6,South Africa,H Klaasen,Pakistan,Kingsmead,0
3888,ODI,January,Durban,7,South Africa,AL Phehlukwayo,Pakistan,Kingsmead,72
3889,ODI,June,Birmingham,1,South Africa,Q de Kock,Pakistan,Edgbaston,34
3890,ODI,June,Birmingham,2,South Africa,HM Amla,Pakistan,Edgbaston,19
3891,ODI,June,Birmingham,3,South Africa,F du Plessis,Pakistan,Edgbaston,26
3892,ODI,June,Birmingham,4,South Africa,AB de Villiers,Pakistan,Edgbaston,0
3893,ODI,June,Birmingham,5,South Africa,DA Miller,Pakistan,Edgbaston,77
3894,ODI,June,Birmingham,6,South Africa,JP Duminy,Pakistan,Edgbaston,8
3895,ODI,June,Birmingham,7,South Africa,WD Parnell,Pakistan,Edgbaston,0
3896,ODI,June,Birmingham,8,South Africa,CH Morris,Pakistan,Edgbaston,29
3897,ODI,June,Birmingham,9,South Africa,K Rabada,Pakistan,Edgbaston,26
3898,ODI,June,Birmingham,10,South Africa,M Morkel,Pakistan,Edgbaston,0
3899,ODI,June,Birmingham,1,Pakistan,Azhar Ali,South Africa,Edgbaston,9
3900,ODI,June,Birmingham,2,Pakistan,Fakhar Zaman,South Africa,Edgbaston,31
3901,ODI,June,Birmingham,3,Pakistan,Babar Azam,South Africa,Edgbaston,34
3902,ODI,June,Birmingham,4,Pakistan,Mohammad Hafeez,South Africa,Edgbaston,28
3903,ODI,June,Birmingham,5,Pakistan,Shoaib Malik,South Africa,Edgbaston,17
3904,ODI,October,Lahore,1,Pakistan,Imran Nazir,South Africa,Gaddafi Stadium,7
3905,ODI,October,Lahore,2,Pakistan,Kamran Akmal,South Africa,Gaddafi Stadium,0
3906,ODI,October,Lahore,3,Pakistan,Younis Khan,South Africa,Gaddafi Stadium,34
3907,ODI,October,Lahore,4,Pakistan,Mohammad Yousuf,South Africa,Gaddafi Stadium,123
3908,ODI,October,Lahore,5,Pakistan,Shoaib Malik,South Africa,Gaddafi Stadium,57
3909,ODI,October,Lahore,6,Pakistan,Misbah-ul-Haq,South Africa,Gaddafi Stadium,21
3910,ODI,October,Lahore,7,Pakistan,Shahid Afridi,South Africa,Gaddafi Stadium,6
3911,ODI,October,Lahore,8,Pakistan,Sohail Tanvir,South Africa,Gaddafi Stadium,7
3912,ODI,October,Lahore,9,Pakistan,Abdur Rehman,South Africa,Gaddafi Stadium,2
3913,ODI,October,Lahore,10,Pakistan,Iftikhar Anjum,South Africa,Gaddafi Stadium,0
3914,ODI,October,Lahore,11,Pakistan,Umar Gul,South Africa,Gaddafi Stadium,8
3915,ODI,October,Lahore,1,South Africa,GC Smith,Pakistan,Gaddafi Stadium,70
3916,ODI,October,Lahore,2,South Africa,HH Gibbs,Pakistan,Gaddafi Stadium,0
3917,ODI,October,Lahore,3,South Africa,JH Kallis,Pakistan,Gaddafi Stadium,0
3918,ODI,October,Lahore,4,South Africa,AB de Villiers,Pakistan,Gaddafi Stadium,39
3919,ODI,October,Lahore,5,South Africa,JM Kemp,Pakistan,Gaddafi Stadium,8
3920,ODI,October,Lahore,6,South Africa,MV Boucher,Pakistan,Gaddafi Stadium,14
3921,ODI,October,Lahore,7,South Africa,SM Pollock,Pakistan,Gaddafi Stadium,38
3922,ODI,October,Lahore,8,South Africa,JA Morkel,Pakistan,Gaddafi Stadium,36
3923,ODI,October,Lahore,9,South Africa,J Botha,Pakistan,Gaddafi Stadium,12
3924,ODI,October,Lahore,10,South Africa,CK Langeveldt,Pakistan,Gaddafi Stadium,13
3925,ODI,October,Lahore,11,South Africa,M Ntini,Pakistan,Gaddafi Stadium,10
3926,ODI,November,,1,South Africa,HM Amla,Pakistan,Dubai International Cricket Stadium,127
3927,ODI,November,,2,South Africa,JH Kallis,Pakistan,Dubai International Cricket Stadium,0
3928,ODI,November,,3,South Africa,CA Ingram,Pakistan,Dubai International Cricket Stadium,4
3929,ODI,November,,4,South Africa,AB de Villiers,Pakistan,Dubai International Cricket Stadium,20
3930,ODI,November,,5,South Africa,JP Duminy,Pakistan,Dubai International Cricket Stadium,29
3931,ODI,November,,6,South Africa,DA Miller,Pakistan,Dubai International Cricket Stadium,6
3932,ODI,November,,7,South Africa,JA Morkel,Pakistan,Dubai International Cricket Stadium,19
3933,ODI,November,,8,South Africa,J Botha,Pakistan,Dubai International Cricket Stadium,15
3934,ODI,November,,9,South Africa,M Morkel,Pakistan,Dubai International Cricket Stadium,3
3935,ODI,November,,10,South Africa,J Theron,Pakistan,Dubai International Cricket Stadium,5
3936,ODI,November,,1,Pakistan,Imran Farhat,South Africa,Dubai International Cricket Stadium,52
3937,ODI,November,,2,Pakistan,Mohammad Hafeez,South Africa,Dubai International Cricket Stadium,6
3938,ODI,November,,3,Pakistan,Younis Khan,South Africa,Dubai International Cricket Stadium,0
3939,ODI,November,,4,Pakistan,Asad Shafiq,South Africa,Dubai International Cricket Stadium,47
3940,ODI,November,,5,Pakistan,Shahid Afridi,South Africa,Dubai International Cricket Stadium,7
3941,ODI,November,,6,Pakistan,Fawad Alam,South Africa,Dubai International Cricket Stadium,63
3942,ODI,November,,7,Pakistan,Abdul Razzaq,South Africa,Dubai International Cricket Stadium,13
3943,ODI,November,,8,Pakistan,Zulqarnain Haider,South Africa,Dubai International Cricket Stadium,11
3944,ODI,November,,9,Pakistan,Wahab Riaz,South Africa,Dubai International Cricket Stadium,22
3945,ODI,November,,10,Pakistan,Saeed Ajmal,South Africa,Dubai International Cricket Stadium,4
3946,ODI,November,,11,Pakistan,Shoaib Akhtar,South Africa,Dubai International Cricket Stadium,1
3947,ODI,February,Centurion,1,South Africa,AB de Villiers,Pakistan,SuperSport Park,78
3948,ODI,February,Centurion,2,South Africa,GC Smith,Pakistan,SuperSport Park,77
3949,ODI,February,Centurion,3,South Africa,LE Bosman,Pakistan,SuperSport Park,4
3950,ODI,February,Centurion,4,South Africa,JH Kallis,Pakistan,SuperSport Park,98
3951,ODI,February,Centurion,5,South Africa,AG Prince,Pakistan,SuperSport Park,40
3952,ODI,February,Centurion,6,South Africa,MV Boucher,Pakistan,SuperSport Park,80
3953,ODI,February,Centurion,7,South Africa,JM Kemp,Pakistan,SuperSport Park,12
3954,ODI,February,Centurion,8,South Africa,SM Pollock,Pakistan,SuperSport Park,3
3955,ODI,February,Centurion,1,Pakistan,Mohammad Hafeez,South Africa,SuperSport Park,21
3956,ODI,February,Centurion,2,Pakistan,Kamran Akmal,South Africa,SuperSport Park,13
3957,ODI,February,Centurion,3,Pakistan,Younis Khan,South Africa,SuperSport Park,13
3958,ODI,February,Centurion,4,Pakistan,Shahid Afridi,South Africa,SuperSport Park,17
3959,ODI,February,Centurion,5,Pakistan,Mohammad Yousuf,South Africa,SuperSport Park,40
3960,ODI,February,Centurion,6,Pakistan,Inzamam-ul-Haq,South Africa,SuperSport Park,15
3961,ODI,February,Centurion,7,Pakistan,Shoaib Malik,South Africa,SuperSport Park,55
3962,ODI,February,Centurion,8,Pakistan,Abdul Razzaq,South Africa,SuperSport Park,6
3963,ODI,February,Centurion,9,Pakistan,Naved-ul-Hasan,South Africa,SuperSport Park,0
3964,ODI,February,Centurion,10,Pakistan,Mohammad Sami,South Africa,SuperSport Park,46
3965,ODI,February,Centurion,11,Pakistan,Mohammad Asif,South Africa,SuperSport Park,2
3966,ODI,October,,1,South Africa,CA Ingram,Pakistan,Sharjah Cricket Stadium,0
3967,ODI,October,,2,South Africa,GC Smith,Pakistan,Sharjah Cricket Stadium,20
3968,ODI,October,,3,South Africa,JP Duminy,Pakistan,Sharjah Cricket Stadium,21
3969,ODI,October,,4,South Africa,F du Plessis,Pakistan,Sharjah Cricket Stadium,13
3970,ODI,October,,5,South Africa,AB de Villiers,Pakistan,Sharjah Cricket Stadium,4
3971,ODI,October,,6,South Africa,DA Miller,Pakistan,Sharjah Cricket Stadium,38
3972,ODI,October,,7,South Africa,R McLaren,Pakistan,Sharjah Cricket Stadium,9
3973,ODI,October,,8,South Africa,WD Parnell,Pakistan,Sharjah Cricket Stadium,56
3974,ODI,October,,9,South Africa,M Morkel,Pakistan,Sharjah Cricket Stadium,4
3975,ODI,October,,10,South Africa,LL Tsotsobe,Pakistan,Sharjah Cricket Stadium,17
3976,ODI,October,,11,South Africa,Imran Tahir,Pakistan,Sharjah Cricket Stadium,1
3977,ODI,October,,1,Pakistan,Nasir Jamshed,South Africa,Sharjah Cricket Stadium,1
3978,ODI,October,,2,Pakistan,Ahmed Shehzad,South Africa,Sharjah Cricket Stadium,60
3979,ODI,October,,3,Pakistan,Mohammad Hafeez,South Africa,Sharjah Cricket Stadium,30
3980,ODI,October,,4,Pakistan,Misbah-ul-Haq,South Africa,Sharjah Cricket Stadium,33
3981,ODI,October,,5,Pakistan,Umar Amin,South Africa,Sharjah Cricket Stadium,23
3982,ODI,October,,6,Pakistan,Umar Akmal,South Africa,Sharjah Cricket Stadium,18
3983,ODI,October,,7,Pakistan,Shahid Afridi,South Africa,Sharjah Cricket Stadium,9
3984,ODI,October,,8,Pakistan,Sohail Tanvir,South Africa,Sharjah Cricket Stadium,2
3985,ODI,October,,9,Pakistan,Wahab Riaz,South Africa,Sharjah Cricket Stadium,1
3986,ODI,October,,10,Pakistan,Saeed Ajmal,South Africa,Sharjah Cricket Stadium,3
3987,ODI,October,,11,Pakistan,Mohammad Irfan,South Africa,Sharjah Cricket Stadium,2
3988,ODI,November,Centurion,1,Pakistan,Umar Amin,South Africa,SuperSport Park,27
3989,ODI,November,Centurion,2,Pakistan,Ahmed Shehzad,South Africa,SuperSport Park,0
3990,ODI,November,Centurion,3,Pakistan,Asad Shafiq,South Africa,SuperSport Park,1
3991,ODI,November,Centurion,4,Pakistan,Sohaib Maqsood,South Africa,SuperSport Park,31
3992,ODI,November,Centurion,5,Pakistan,Misbah-ul-Haq,South Africa,SuperSport Park,83
3993,ODI,November,Centurion,6,Pakistan,Umar Akmal,South Africa,SuperSport Park,5
3994,ODI,November,Centurion,7,Pakistan,Bilawal Bhatti,South Africa,SuperSport Park,1
3995,ODI,November,Centurion,8,Pakistan,Anwar Ali,South Africa,SuperSport Park,1
3996,ODI,November,Centurion,9,Pakistan,Abdur Rehman,South Africa,SuperSport Park,24
3997,ODI,November,Centurion,10,Pakistan,Sohail Tanvir,South Africa,SuperSport Park,6
3998,ODI,November,Centurion,11,Pakistan,Saeed Ajmal,South Africa,SuperSport Park,0
3999,ODI,November,Centurion,1,South Africa,Q de Kock,Pakistan,SuperSport Park,15
4000,ODI,November,Centurion,2,South Africa,HM Amla,Pakistan,SuperSport Park,41
4001,ODI,November,Centurion,3,South Africa,H Davids,Pakistan,SuperSport Park,7
4002,ODI,November,Centurion,4,South Africa,JP Duminy,Pakistan,SuperSport Park,16
4003,ODI,November,Centurion,5,South Africa,AB de Villiers,Pakistan,SuperSport Park,51
4004,ODI,November,Centurion,6,South Africa,DA Miller,Pakistan,SuperSport Park,26
4005,ODI,November,Centurion,7,South Africa,R McLaren,Pakistan,SuperSport Park,17
4006,ODI,November,Centurion,8,South Africa,WD Parnell,Pakistan,SuperSport Park,8
4007,ODI,March,Benoni,1,Pakistan,Imran Farhat,South Africa,Willowmoore Park,15
4008,ODI,March,Benoni,2,Pakistan,Mohammad Hafeez,South Africa,Willowmoore Park,5
4009,ODI,March,Benoni,3,Pakistan,Kamran Akmal,South Africa,Willowmoore Park,51
4010,ODI,March,Benoni,4,Pakistan,Younis Khan,South Africa,Willowmoore Park,32
4011,ODI,March,Benoni,5,Pakistan,Misbah-ul-Haq,South Africa,Willowmoore Park,28
4012,ODI,March,Benoni,6,Pakistan,Shoaib Malik,South Africa,Willowmoore Park,28
4013,ODI,March,Benoni,7,Pakistan,Shahid Afridi,South Africa,Willowmoore Park,0
4014,ODI,March,Benoni,8,Pakistan,Wahab Riaz,South Africa,Willowmoore Park,12
4015,ODI,March,Benoni,9,Pakistan,Saeed Ajmal,South Africa,Willowmoore Park,1
4016,ODI,March,Benoni,10,Pakistan,Junaid Khan,South Africa,Willowmoore Park,29
4017,ODI,March,Benoni,11,Pakistan,Mohammad Irfan,South Africa,Willowmoore Park,4
4018,ODI,March,Benoni,1,South Africa,HM Amla,Pakistan,Willowmoore Park,31
4019,ODI,March,Benoni,2,South Africa,Q de Kock,Pakistan,Willowmoore Park,3
4020,ODI,March,Benoni,3,South Africa,CA Ingram,Pakistan,Willowmoore Park,15
4021,ODI,March,Benoni,4,South Africa,AB de Villiers,Pakistan,Willowmoore Park,101
4022,ODI,March,Benoni,5,South Africa,F Behardien,Pakistan,Willowmoore Park,36
4023,ODI,March,Benoni,6,South Africa,DA Miller,Pakistan,Willowmoore Park,22
4024,ODI,November,Port Elizabeth,1,Pakistan,Nasir Jamshed,South Africa,St George's Park,2
4025,ODI,November,Port Elizabeth,2,Pakistan,Ahmed Shehzad,South Africa,St George's Park,111
4026,ODI,November,Port Elizabeth,3,Pakistan,Mohammad Hafeez,South Africa,St George's Park,8
4027,ODI,November,Port Elizabeth,4,Pakistan,Sohaib Maqsood,South Africa,St George's Park,45
4028,ODI,November,Port Elizabeth,5,Pakistan,Misbah-ul-Haq,South Africa,St George's Park,12
4029,ODI,November,Port Elizabeth,6,Pakistan,Umar Akmal,South Africa,St George's Park,42
4030,ODI,November,Port Elizabeth,7,Pakistan,Shahid Afridi,South Africa,St George's Park,13
4031,ODI,November,Port Elizabeth,8,Pakistan,Bilawal Bhatti,South Africa,St George's Park,21
4032,ODI,November,Port Elizabeth,9,Pakistan,Anwar Ali,South Africa,St George's Park,7
4033,ODI,November,Port Elizabeth,10,Pakistan,Saeed Ajmal,South Africa,St George's Park,0
4034,ODI,November,Port Elizabeth,11,Pakistan,Junaid Khan,South Africa,St George's Park,1
4035,ODI,November,Port Elizabeth,1,South Africa,HM Amla,Pakistan,St George's Park,99
4036,ODI,November,Port Elizabeth,2,South Africa,GC Smith,Pakistan,St George's Park,1
4037,ODI,November,Port Elizabeth,3,South Africa,Q de Kock,Pakistan,St George's Park,49
4038,ODI,November,Port Elizabeth,4,South Africa,JH Kallis,Pakistan,St George's Park,9
4039,ODI,November,Port Elizabeth,5,South Africa,AB de Villiers,Pakistan,St George's Park,81
4040,ODI,November,Port Elizabeth,6,South Africa,JP Duminy,Pakistan,St George's Park,15
4041,ODI,November,Port Elizabeth,7,South Africa,DA Miller,Pakistan,St George's Park,6
4042,ODI,November,Port Elizabeth,8,South Africa,R McLaren,Pakistan,St George's Park,1
4043,ODI,March,Auckland,1,Pakistan,Sarfraz Ahmed,South Africa,Eden Park,51
4044,ODI,March,Auckland,2,Pakistan,Ahmed Shehzad,South Africa,Eden Park,19
4045,ODI,March,Auckland,3,Pakistan,Younis Khan,South Africa,Eden Park,41
4046,ODI,March,Auckland,4,Pakistan,Misbah-ul-Haq,South Africa,Eden Park,63
4047,ODI,March,Auckland,5,Pakistan,Sohaib Maqsood,South Africa,Eden Park,8
4048,ODI,March,Auckland,6,Pakistan,Umar Akmal,South Africa,Eden Park,13
4049,ODI,March,Auckland,7,Pakistan,Shahid Afridi,South Africa,Eden Park,22
4050,ODI,March,Auckland,8,Pakistan,Wahab Riaz,South Africa,Eden Park,0
4051,ODI,March,Auckland,9,Pakistan,Sohail Khan,South Africa,Eden Park,3
4052,ODI,March,Auckland,10,Pakistan,Rahat Ali,South Africa,Eden Park,1
4053,ODI,March,Auckland,11,Pakistan,Mohammad Irfan,South Africa,Eden Park,1
4054,ODI,March,Auckland,1,South Africa,Q de Kock,Pakistan,Eden Park,0
4055,ODI,March,Auckland,2,South Africa,HM Amla,Pakistan,Eden Park,38
4056,ODI,March,Auckland,3,South Africa,F du Plessis,Pakistan,Eden Park,29
4057,ODI,March,Auckland,4,South Africa,RR Rossouw,Pakistan,Eden Park,6
4058,ODI,March,Auckland,5,South Africa,AB de Villiers,Pakistan,Eden Park,79
4059,ODI,March,Auckland,6,South Africa,DA Miller,Pakistan,Eden Park,0
4060,ODI,March,Auckland,7,South Africa,JP Duminy,Pakistan,Eden Park,13
4061,ODI,March,Auckland,8,South Africa,DW Steyn,Pakistan,Eden Park,16
4062,ODI,March,Auckland,9,South Africa,KJ Abbott,Pakistan,Eden Park,12
4063,ODI,March,Auckland,10,South Africa,M Morkel,Pakistan,Eden Park,8
4064,ODI,March,Auckland,11,South Africa,Imran Tahir,Pakistan,Eden Park,1
4065,ODI,October,Chandigarh,1,South Africa,GC Smith,Pakistan,"Punjab Cricket Association Stadium, Mohali",0
4066,ODI,October,Chandigarh,2,South Africa,HH Dippenaar,Pakistan,"Punjab Cricket Association Stadium, Mohali",14
4067,ODI,October,Chandigarh,3,South Africa,HH Gibbs,Pakistan,"Punjab Cricket Association Stadium, Mohali",1
4068,ODI,October,Chandigarh,4,South Africa,JH Kallis,Pakistan,"Punjab Cricket Association Stadium, Mohali",17
4069,ODI,October,Chandigarh,5,South Africa,AB de Villiers,Pakistan,"Punjab Cricket Association Stadium, Mohali",10
4070,ODI,October,Chandigarh,6,South Africa,MV Boucher,Pakistan,"Punjab Cricket Association Stadium, Mohali",73
4071,ODI,October,Chandigarh,7,South Africa,JM Kemp,Pakistan,"Punjab Cricket Association Stadium, Mohali",75
4072,ODI,October,Chandigarh,8,South Africa,SM Pollock,Pakistan,"Punjab Cricket Association Stadium, Mohali",5
4073,ODI,October,Chandigarh,9,South Africa,A Nel,Pakistan,"Punjab Cricket Association Stadium, Mohali",14
4074,ODI,October,Chandigarh,10,South Africa,M Ntini,Pakistan,"Punjab Cricket Association Stadium, Mohali",4
4075,ODI,October,Chandigarh,1,Pakistan,Mohammad Hafeez,South Africa,"Punjab Cricket Association Stadium, Mohali",3
4076,ODI,October,Chandigarh,2,Pakistan,Imran Farhat,South Africa,"Punjab Cricket Association Stadium, Mohali",5
4077,ODI,October,Chandigarh,3,Pakistan,Younis Khan,South Africa,"Punjab Cricket Association Stadium, Mohali",8
4078,ODI,October,Chandigarh,4,Pakistan,Mohammad Yousuf,South Africa,"Punjab Cricket Association Stadium, Mohali",5
4079,ODI,October,Chandigarh,5,Pakistan,Shoaib Malik,South Africa,"Punjab Cricket Association Stadium, Mohali",0
4080,ODI,October,Chandigarh,6,Pakistan,Kamran Akmal,South Africa,"Punjab Cricket Association Stadium, Mohali",1
4081,ODI,October,Chandigarh,7,Pakistan,Abdul Razzaq,South Africa,"Punjab Cricket Association Stadium, Mohali",7
4082,ODI,October,Chandigarh,8,Pakistan,Shahid Afridi,South Africa,"Punjab Cricket Association Stadium, Mohali",14
4083,ODI,October,Chandigarh,9,Pakistan,Yasir Arafat,South Africa,"Punjab Cricket Association Stadium, Mohali",30
4084,ODI,October,Chandigarh,10,Pakistan,Umar Gul,South Africa,"Punjab Cricket Association Stadium, Mohali",13
4085,ODI,October,Chandigarh,11,Pakistan,Iftikhar Anjum,South Africa,"Punjab Cricket Association Stadium, Mohali",3
4086,ODI,November,,1,South Africa,GC Smith,Pakistan,Dubai International Cricket Stadium,98
4087,ODI,November,,2,South Africa,HM Amla,Pakistan,Dubai International Cricket Stadium,10
4088,ODI,November,,3,South Africa,JH Kallis,Pakistan,Dubai International Cricket Stadium,15
4089,ODI,November,,4,South Africa,AB de Villiers,Pakistan,Dubai International Cricket Stadium,50
4090,ODI,November,,5,South Africa,JP Duminy,Pakistan,Dubai International Cricket Stadium,40
4091,ODI,November,,6,South Africa,CA Ingram,Pakistan,Dubai International Cricket Stadium,29
4092,ODI,November,,7,South Africa,DA Miller,Pakistan,Dubai International Cricket Stadium,0
4093,ODI,November,,8,South Africa,J Botha,Pakistan,Dubai International Cricket Stadium,32
4094,ODI,November,,1,Pakistan,Imran Farhat,South Africa,Dubai International Cricket Stadium,3
4095,ODI,November,,2,Pakistan,Mohammad Hafeez,South Africa,Dubai International Cricket Stadium,44
4096,ODI,November,,3,Pakistan,Younis Khan,South Africa,Dubai International Cricket Stadium,79
4097,ODI,November,,4,Pakistan,Asad Shafiq,South Africa,Dubai International Cricket Stadium,39
4098,ODI,November,,5,Pakistan,Fawad Alam,South Africa,Dubai International Cricket Stadium,6
4099,ODI,November,,6,Pakistan,Shahid Afridi,South Africa,Dubai International Cricket Stadium,30
4100,ODI,November,,7,Pakistan,Abdul Razzaq,South Africa,Dubai International Cricket Stadium,36
4101,ODI,November,,8,Pakistan,Abdur Rehman,South Africa,Dubai International Cricket Stadium,0
4102,ODI,November,,9,Pakistan,Zulqarnain Haider,South Africa,Dubai International Cricket Stadium,20
4103,ODI,November,,10,Pakistan,Wahab Riaz,South Africa,Dubai International Cricket Stadium,18
4104,ODI,November,,11,Pakistan,Shoaib Akhtar,South Africa,Dubai International Cricket Stadium,0
4105,ODI,October,Faisalabad,1,South Africa,HH Gibbs,Pakistan,Iqbal Stadium,19
4106,ODI,October,Faisalabad,2,South Africa,GC Smith,Pakistan,Iqbal Stadium,56
4107,ODI,October,Faisalabad,3,South Africa,JH Kallis,Pakistan,Iqbal Stadium,13
4108,ODI,October,Faisalabad,4,South Africa,AB de Villiers,Pakistan,Iqbal Stadium,17
4109,ODI,October,Faisalabad,5,South Africa,JM Kemp,Pakistan,Iqbal Stadium,44
4110,ODI,October,Faisalabad,6,South Africa,MV Boucher,Pakistan,Iqbal Stadium,19
4111,ODI,October,Faisalabad,7,South Africa,JA Morkel,Pakistan,Iqbal Stadium,12
4112,ODI,October,Faisalabad,8,South Africa,SM Pollock,Pakistan,Iqbal Stadium,6
4113,ODI,October,Faisalabad,9,South Africa,J Botha,Pakistan,Iqbal Stadium,7
4114,ODI,October,Faisalabad,10,South Africa,CK Langeveldt,Pakistan,Iqbal Stadium,4
4115,ODI,October,Faisalabad,11,South Africa,M Ntini,Pakistan,Iqbal Stadium,0
4116,ODI,October,Faisalabad,1,Pakistan,Yasir Hameed,South Africa,Iqbal Stadium,20
4117,ODI,October,Faisalabad,2,Pakistan,Shahid Afridi,South Africa,Iqbal Stadium,33
4118,ODI,October,Faisalabad,3,Pakistan,Younis Khan,South Africa,Iqbal Stadium,11
4119,ODI,October,Faisalabad,4,Pakistan,Mohammad Yousuf,South Africa,Iqbal Stadium,61
4120,ODI,October,Faisalabad,5,Pakistan,Shoaib Malik,South Africa,Iqbal Stadium,42
4121,ODI,October,Faisalabad,6,Pakistan,Misbah-ul-Haq,South Africa,Iqbal Stadium,35
4122,ODI,March,Durban,1,South Africa,HM Amla,Pakistan,Kingsmead,0
4123,ODI,March,Durban,2,South Africa,GC Smith,Pakistan,Kingsmead,12
4124,ODI,March,Durban,3,South Africa,CA Ingram,Pakistan,Kingsmead,0
4125,ODI,March,Durban,4,South Africa,AB de Villiers,Pakistan,Kingsmead,77
4126,ODI,March,Durban,5,South Africa,F Behardien,Pakistan,Kingsmead,1
4127,ODI,March,Durban,6,South Africa,DA Miller,Pakistan,Kingsmead,74
4128,ODI,March,Durban,7,South Africa,R McLaren,Pakistan,Kingsmead,11
4129,ODI,March,Durban,8,South Africa,RJ Peterson,Pakistan,Kingsmead,25
4130,ODI,March,Durban,9,South Africa,RK Kleinveldt,Pakistan,Kingsmead,19
4131,ODI,March,Durban,10,South Africa,DW Steyn,Pakistan,Kingsmead,10
4132,ODI,March,Durban,11,South Africa,LL Tsotsobe,Pakistan,Kingsmead,5
4133,ODI,March,Durban,1,Pakistan,Imran Farhat,South Africa,Kingsmead,108
4134,ODI,March,Durban,2,Pakistan,Mohammad Hafeez,South Africa,Kingsmead,0
4135,ODI,March,Durban,3,Pakistan,Kamran Akmal,South Africa,Kingsmead,12
4136,ODI,March,Durban,4,Pakistan,Younis Khan,South Africa,Kingsmead,6
4137,ODI,March,Durban,5,Pakistan,Misbah-ul-Haq,South Africa,Kingsmead,81
4138,ODI,March,Durban,6,Pakistan,Shahid Afridi,South Africa,Kingsmead,4
4139,ODI,March,Durban,7,Pakistan,Shoaib Malik,South Africa,Kingsmead,20
4140,ODI,March,Durban,8,Pakistan,Wahab Riaz,South Africa,Kingsmead,0
4141,ODI,March,Durban,9,Pakistan,Saeed Ajmal,South Africa,Kingsmead,5
4142,ODI,May,Potchefstroom,1,South Africa,L Lee,Pakistan,Senwes Park,4
4143,ODI,May,Potchefstroom,2,South Africa,L Wolvaardt,Pakistan,Senwes Park,4
4144,ODI,May,Potchefstroom,3,South Africa,A Steyn,Pakistan,Senwes Park,5
4145,ODI,May,Potchefstroom,4,South Africa,S Luus,Pakistan,Senwes Park,0
4146,ODI,May,Potchefstroom,5,South Africa,M du Preez,Pakistan,Senwes Park,18
4147,ODI,May,Potchefstroom,6,South Africa,CL Tryon,Pakistan,Senwes Park,21
4148,ODI,May,Potchefstroom,7,South Africa,M Kapp,Pakistan,Senwes Park,7
4149,ODI,May,Potchefstroom,8,South Africa,S Jafta,Pakistan,Senwes Park,0
4150,ODI,May,Potchefstroom,9,South Africa,S Ismail,Pakistan,Senwes Park,4
4151,ODI,May,Potchefstroom,10,South Africa,M Klaas,Pakistan,Senwes Park,0
4152,ODI,May,Potchefstroom,11,South Africa,TS Sekhukhune,Pakistan,Senwes Park,0
4153,ODI,May,Potchefstroom,1,Pakistan,Nahida Khan,South Africa,Senwes Park,4
